msisdn,dest_ip,dest_port,data_volume_kb,timestamp
+91-9963456789,157.240.241.174,443,3701.0,2024-01-10 09:06:49
+91-9963456789,142.250.76.46,443,1427.0,2024-01-10 19:48:21
+91-9963456789,52.220.105.26,443,4064.0,2024-01-10 22:37:25
+91-9963456789,142.250.76.46,443,1678.0,2024-01-11 10:01:54
+91-9963456789,142.250.182.46,443,2492.0,2024-01-11 12:21:35
+91-9963456789,157.240.241.54,443,1352.0,2024-01-11 13:13:17
+91-9963456789,142.250.182.46,443,4821.0,2024-01-11 19:29:49
+91-9963456789,142.250.182.46,443,2364.0,2024-01-11 20:25:01
+91-9963456789,157.240.241.54,443,2131.0,2024-01-11 20:58:05
+91-9963456789,52.220.105.26,443,4274.0,2024-01-11 22:22:30
+91-9963456789,157.240.241.174,443,2194.0,2024-01-12 09:43:08
+91-9963456789,157.240.241.174,443,4944.0,2024-01-12 10:16:42
+91-9963456789,52.220.105.26,443,2001.0,2024-01-12 10:22:22
+91-9963456789,157.240.241.174,443,3851.0,2024-01-12 19:26:38
+91-9963456789,142.250.182.46,443,4136.0,2024-01-12 22:18:08
+91-9963456789,52.220.105.26,443,2705.0,2024-01-13 09:36:01
+91-9963456789,142.250.182.46,443,4937.0,2024-01-13 12:49:29
+91-9963456789,157.240.241.54,443,3977.0,2024-01-13 19:35:32
+91-9963456789,142.250.182.46,443,1714.0,2024-01-14 08:28:16
+91-9963456789,142.250.182.46,443,5296.0,2024-01-14 08:36:22
+91-9963456789,157.240.241.174,443,2469.0,2024-01-14 08:48:46
+91-9963456789,157.240.241.174,443,1595.0,2024-01-14 15:54:32
+91-9963456789,142.250.182.46,443,4274.0,2024-01-14 18:55:45
+91-9963456789,157.240.241.54,443,3427.0,2024-01-15 09:25:32
+91-9963456789,157.240.241.174,443,1573.0,2024-01-15 11:44:55
+91-9963456789,142.250.182.46,443,2968.0,2024-01-15 19:31:09
