msisdn,dest_ip,dest_port,data_volume_kb,timestamp
+91-9441234567,142.250.182.46,443,3280.0,2024-01-08 14:15:07
+91-9441234567,157.240.241.54,443,2920.0,2024-01-08 14:49:16
+91-9441234567,142.250.182.46,443,5209.0,2024-01-08 15:19:28
+91-9441234567,149.154.167.91,443,5272.0,2024-01-08 17:23:24
+91-9441234567,142.250.182.46,443,2552.0,2024-01-08 17:28:48
+91-9441234567,52.220.105.26,443,7359.0,2024-01-08 17:59:51
+91-9441234567,157.240.241.54,443,3773.0,2024-01-08 19:38:52
+91-9441234567,142.250.182.46,443,5004.0,2024-01-08 20:02:46
+91-9441234567,52.220.105.26,443,4833.0,2024-01-09 06:23:35
+91-9441234567,157.240.241.174,443,4087.0,2024-01-09 08:08:20
+91-9441234567,157.240.241.54,443,5643.0,2024-01-09 08:19:25
+91-9441234567,149.154.167.91,443,7149.0,2024-01-09 17:32:14
+91-9441234567,142.250.182.46,443,3738.0,2024-01-09 17:45:04
+91-9441234567,142.250.182.46,443,788.0,2024-01-10 07:52:55
+91-9441234567,149.154.167.91,443,7173.0,2024-01-10 10:27:32
+91-9441234567,142.250.76.46,443,3545.0,2024-01-10 11:10:20
+91-9441234567,142.250.76.46,443,6749.0,2024-01-10 12:49:36
+91-9441234567,157.240.241.54,443,1837.0,2024-01-10 14:12:40
+91-9441234567,157.240.241.54,443,6934.0,2024-01-10 22:41:10
+91-9441234567,157.240.241.54,443,5045.0,2024-01-11 07:10:28
+91-9441234567,157.240.241.54,443,4735.0,2024-01-11 09:27:08
+91-9441234567,149.154.167.91,443,8472.0,2024-01-11 11:31:32
+91-9441234567,52.220.105.26,443,8588.0,2024-01-11 13:09:06
+91-9441234567,157.240.241.174,443,4598.0,2024-01-11 13:55:57
+91-9441234567,142.250.76.46,443,7514.0,2024-01-11 15:30:15
+91-9441234567,149.154.167.91,443,8804.0,2024-01-11 16:55:45
+91-9441234567,149.154.167.91,443,2883.0,2024-01-11 17:32:35
+91-9441234567,157.240.241.54,443,3617.0,2024-01-11 18:03:36
+91-9441234567,157.240.241.54,443,5468.0,2024-01-11 18:32:29
+91-9441234567,142.250.76.46,443,7098.0,2024-01-11 21:38:56
+91-9441234567,157.240.241.174,443,7582.0,2024-01-11 22:28:48
+91-9441234567,142.250.182.46,443,4426.0,2024-01-12 11:25:39
+91-9441234567,52.220.105.26,443,3717.0,2024-01-12 15:30:52
+91-9441234567,157.240.241.174,443,7672.0,2024-01-12 15:50:57
+91-9441234567,157.240.241.54,443,9083.0,2024-01-12 18:23:50
+91-9441234567,149.154.167.91,443,660.0,2024-01-12 22:25:32
+91-9441234567,52.220.105.26,443,6302.0,2024-01-12 22:29:09
+91-9441234567,149.154.167.91,443,6475.0,2024-01-13 07:37:30
+91-9441234567,52.220.105.26,443,5268.0,2024-01-13 07:45:08
+91-9441234567,157.240.241.174,443,5004.0,2024-01-13 10:52:43
+91-9441234567,142.250.76.46,443,4472.0,2024-01-13 15:07:36
+91-9441234567,142.250.76.46,443,5698.0,2024-01-13 15:45:13
+91-9441234567,157.240.241.174,443,5426.0,2024-01-13 16:11:29
+91-9441234567,157.240.241.54,443,6751.0,2024-01-13 20:20:26
+91-9441234567,142.250.76.46,443,3837.0,2024-01-13 21:12:15
+91-9441234567,149.154.167.91,443,6431.0,2024-01-14 06:35:59
+91-9441234567,149.154.167.91,443,2790.0,2024-01-14 07:53:25
+91-9441234567,149.154.167.91,443,2726.0,2024-01-14 09:39:47
+91-9441234567,52.220.105.26,443,8448.0,2024-01-14 12:12:52
+91-9441234567,149.154.167.91,443,6802.0,2024-01-14 13:03:06
+91-9441234567,149.154.167.91,443,7808.0,2024-01-14 15:20:18
+91-9441234567,157.240.241.54,443,5765.0,2024-01-14 15:45:05
+91-9441234567,149.154.167.91,443,2473.0,2024-01-14 23:47:46
+91-9441234567,52.220.105.26,443,2387.0,2024-01-15 10:54:32
+91-9441234567,149.154.167.91,443,5408.0,2024-01-15 11:39:54
+91-9441234567,52.220.105.26,443,4519.0,2024-01-15 14:45:11
+91-9441234567,157.240.241.54,443,4895.0,2024-01-15 15:36:38
